qid,pipeline,question,ground_truth_answer,generated_answer,context,retrieved_doc_contents,tool_used,latency_s,latency_cached_s
137,ablation_no_text2sql,Cho tôi hỏi điểm chuẩn ngành Sư phạm Công nghệ (CTĐT Tiếng Việt) năm 2023?,"Theo dữ liệu, điểm trúng tuyển ngành Sư phạm Công nghệ (CTĐT Tiếng Việt) năm 2023 là 19.7 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,12.602,0.213
138,ablation_no_text2sql,"Năm 2022, ngành Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) năm 2022 là 26.15 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,13.68,0.201
139,ablation_no_text2sql,Ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2024 lấy bao nhiêu điểm?,"Theo bảng điểm chuẩn, ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2024 là 24.75 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,12.955,0.199
140,ablation_no_text2sql,"Điểm chuẩn ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh) năm 2023 là bao nhiêu?","Điểm chuẩn ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh) năm 2023 là 23.5 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,15.705,0.196
141,ablation_no_text2sql,"Năm 2022, ngành Công nghệ thông tin (CTĐT Tiếng Anh) lấy bao nhiêu điểm?","Trong năm 2022, ngành Công nghệ thông tin (CTĐT Tiếng Anh) có điểm trúng tuyển là 26.35 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,13.504,0.206
142,ablation_no_text2sql,Ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2024 lấy bao nhiêu điểm?,"Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2024 là 25.1 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.571,0.21
143,ablation_no_text2sql,Cho tôi hỏi điểm chuẩn ngành Công nghệ thực phẩm (CTĐT Tiếng Việt) năm 2024?,Ngành Công nghệ thực phẩm (CTĐT Tiếng Việt) năm 2024 có điểm chuẩn trúng tuyển là 24.2 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.989,0.207
144,ablation_no_text2sql,"Năm 2022, ngành Công nghệ chế tạo máy (CTĐT Việt - Nhật) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Công nghệ chế tạo máy (CTĐT Việt - Nhật) năm 2022 là 19.05 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,14.375,0.211
145,ablation_no_text2sql,Ngành Kế toán (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,Ngành Kế toán (CTĐT Tiếng Việt) năm 2024 lấy điểm trúng tuyển là 22.75 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,14.239,0.207
146,ablation_no_text2sql,Điểm chuẩn ngành Quản lý xây dựng (CTĐT Tiếng Việt) năm 2023 là bao nhiêu?,"Theo dữ liệu, điểm trúng tuyển ngành Quản lý xây dựng (CTĐT Tiếng Việt) năm 2023 là 22.6 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,23.565,0.207
147,ablation_no_text2sql,"Năm 2022, ngành An toàn Thông tin (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Ngành An toàn Thông tin (CTĐT Tiếng Việt) năm 2022 có mức điểm chuẩn là 26 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,11.988,0.203
148,ablation_no_text2sql,Ngành Công nghệ kỹ thuật ô tô (CTĐT Việt - Nhật) năm 2024 lấy bao nhiêu điểm?,Điểm chuẩn của ngành Công nghệ kỹ thuật ô tô (CTĐT Việt - Nhật) năm 2024 là 25 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,20.113,0.209
149,ablation_no_text2sql,"Cho tôi hỏi điểm chuẩn ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) năm 2024?","Theo bảng điểm, ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) năm 2024 lấy 24.35 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,19.13,0.217
150,ablation_no_text2sql,"Năm 2023, ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2023 là 24.38 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,14.611,0.201
151,ablation_no_text2sql,Ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2022 lấy bao nhiêu điểm?,"Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2022 là 22.1 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,19.765,0.214
152,ablation_no_text2sql,Điểm chuẩn ngành Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Anh) năm 2023 là bao nhiêu?,Điểm trúng tuyển ngành Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Anh) năm 2023 là 25.15 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,19.663,0.203
153,ablation_no_text2sql,"Năm 2024, ngành Công nghệ thông tin (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Ngành Công nghệ thông tin (CTĐT Tiếng Anh) năm 2024 có điểm chuẩn trúng tuyển là 25.65 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,14.302,0.212
154,ablation_no_text2sql,Ngành Công nghệ thực phẩm (CTĐT Tiếng Anh) năm 2023 lấy bao nhiêu điểm?,"Theo dữ liệu, ngành Công nghệ thực phẩm (CTĐT Tiếng Anh) năm 2023 lấy 21.1 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.621,0.213
155,ablation_no_text2sql,Cho tôi hỏi điểm chuẩn ngành Quản lý công nghiệp (CTĐT Tiếng Việt) năm 2022?,Điểm trúng tuyển ngành Quản lý công nghiệp (CTĐT Tiếng Việt) năm 2022 là 23.75 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.159,0.21
156,ablation_no_text2sql,"Năm 2023, ngành Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt) năm 2023 là 23.5 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.174,0.196
157,ablation_no_text2sql,Ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) năm 2024 lấy bao nhiêu điểm?,"Theo bảng dữ liệu, ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) năm 2024 lấy 21 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,14.809,0.209
158,ablation_no_text2sql,Điểm chuẩn ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh) năm 2022 là bao nhiêu?,Ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh) năm 2022 có điểm trúng tuyển là 25.25 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,13.402,0.214
159,ablation_no_text2sql,"Năm 2023, ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2023 là 24.69 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,23.726,0.211
160,ablation_no_text2sql,Ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,Điểm chuẩn ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) năm 2024 là 23.05 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,19.962,0.208
161,ablation_no_text2sql,Cho tôi hỏi điểm chuẩn ngành Hệ thống nhúng và IoT (CTĐT Tiếng Việt) năm 2023?,Ngành Hệ thống nhúng và IoT (CTĐT Tiếng Việt) năm 2023 lấy điểm trúng tuyển là 25.8 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,14.469,0.205
162,ablation_no_text2sql,"Năm 2022, ngành Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh) lấy bao nhiêu điểm?","Theo bảng dữ liệu, điểm chuẩn ngành Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh) năm 2022 là 17 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,11.471,0.214
163,ablation_no_text2sql,"Ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Việt-Nhật) năm 2023 lấy bao nhiêu điểm?","Điểm trúng tuyển ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Việt-Nhật) năm 2023 là 22.3 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.352,0.212
164,ablation_no_text2sql,Điểm chuẩn ngành Công nghệ may (CTĐT Tiếng Việt) năm 2023 là bao nhiêu?,Ngành Công nghệ may (CTĐT Tiếng Việt) năm 2023 có mức điểm chuẩn trúng tuyển là 21 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,13.214,0.201
165,ablation_no_text2sql,"Năm 2024, ngành Kiến trúc nội thất (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Kiến trúc nội thất (CTĐT Tiếng Việt) năm 2024 là 22.77 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,15.573,0.205
166,ablation_no_text2sql,Ngành Công nghệ kỹ thuật in (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Trong năm 2024, ngành Công nghệ kỹ thuật in (CTĐT Tiếng Việt) lấy mức điểm trúng tuyển là 22 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,20.054,0.199
167,ablation_no_text2sql,Cho tôi hỏi điểm chuẩn ngành Ngôn ngữ Anh (CTĐT Tiếng Việt) năm 2022?,Điểm trúng tuyển ngành Ngôn ngữ Anh (CTĐT Tiếng Việt) năm 2022 là 22.75 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,15.451,0.204
168,ablation_no_text2sql,"Năm 2023, ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Ngành Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh) năm 2023 lấy điểm trúng tuyển là 20 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,17.871,0.198
169,ablation_no_text2sql,Ngành Thiết kế đồ họa (CTĐT Tiếng Việt) năm 2023 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm chuẩn ngành Thiết kế đồ họa (CTĐT Tiếng Việt) năm 2023 là 24.3 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,14.195,0.211
170,ablation_no_text2sql,"Điểm chuẩn ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) năm 2024 là bao nhiêu?","Ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) năm 2024 có điểm chuẩn trúng tuyển là 25.15 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,14.512,0.211
171,ablation_no_text2sql,"Năm 2022, ngành Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Trong năm 2022, điểm chuẩn của ngành Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt) là 17 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,14.676,0.211
172,ablation_no_text2sql,Ngành Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,Điểm chuẩn ngành Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt) năm 2024 là 25.66 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,15.049,0.204
173,ablation_no_text2sql,Cho tôi hỏi điểm chuẩn ngành Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) năm 2022?,"Theo dữ liệu tuyển sinh, ngành Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) năm 2022 lấy 17 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,21.108,0.212
174,ablation_no_text2sql,"Năm 2023, ngành Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) năm 2023 là 21 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,20.671,0.216
175,ablation_no_text2sql,Ngành Kỹ thuật dữ liệu (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Theo thông tin tuyển sinh, ngành Kỹ thuật dữ liệu (CTĐT Tiếng Việt) năm 2024 lấy 24.05 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,13.009,0.206
176,ablation_no_text2sql,Điểm chuẩn ngành Công nghệ vật liệu (CTĐT Tiếng Việt) năm 2024 là bao nhiêu?,Ngành Công nghệ vật liệu (CTĐT Tiếng Việt) năm 2024 có điểm trúng tuyển là 23.33 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,20.081,0.212
177,ablation_no_text2sql,"Năm 2022, ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt) trong kỳ tuyển sinh năm 2022 lấy 23.75 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,15.261,0.201
178,ablation_no_text2sql,"Ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) năm 2022 lấy bao nhiêu điểm?","Điểm trúng tuyển ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) năm 2022 là 22.25 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,21.637,0.207
179,ablation_no_text2sql,Cho tôi hỏi điểm chuẩn ngành Thiết kế thời trang (CTĐT Tiếng Việt) năm 2022?,"Theo bảng điểm chuẩn, ngành Thiết kế thời trang (CTĐT Tiếng Việt) năm 2022 là 21.6 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,17.562,0.231
180,ablation_no_text2sql,"Năm 2023, ngành Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt) năm 2023 là 19.85 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,15.372,0.221
181,ablation_no_text2sql,Ngành Quản lý công nghiệp (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm chuẩn ngành Quản lý công nghiệp (CTĐT Tiếng Việt) năm 2024 là 24.2 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,25.509,0.21
182,ablation_no_text2sql,Điểm chuẩn ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) năm 2022 là bao nhiêu?,Ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) năm 2022 có điểm chuẩn là 25.35 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,13.141,0.208
183,ablation_no_text2sql,"Năm 2024, ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh) lấy bao nhiêu điểm?","Điểm trúng tuyển ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh) năm 2024 là 24.5 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,29.852,0.217
184,ablation_no_text2sql,Ngành Quản lý xây dựng (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Theo bảng điểm, điểm chuẩn ngành Quản lý xây dựng (CTĐT Tiếng Việt) năm 2024 là 22.17 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,17.234,0.211
185,ablation_no_text2sql,Cho tôi hỏi điểm chuẩn ngành Công nghệ thực phẩm (CTĐT Tiếng Anh) năm 2022?,Điểm chuẩn ngành Công nghệ thực phẩm (CTĐT Tiếng Anh) năm 2022 là 17.5 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,16.688,0.21
186,ablation_no_text2sql,"Năm 2023, ngành Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Ngành Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) năm 2023 lấy 25.1 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.543,0.204
187,ablation_no_text2sql,Ngành Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh) năm 2023 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm trúng tuyển ngành Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh) năm 2023 là 23.75 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.126,0.202
188,ablation_no_text2sql,Điểm chuẩn ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt) năm 2024 là bao nhiêu?,Ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt) năm 2024 có điểm trúng tuyển là 25.5 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,17.076,0.212
189,ablation_no_text2sql,"Năm 2022, ngành Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) năm 2022 là 23.1 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,20.036,0.21
190,ablation_no_text2sql,Ngành Công nghệ thông tin (CTĐT Tiếng Việt) năm 2023 lấy bao nhiêu điểm?,"Trong năm 2023, ngành Công nghệ thông tin (CTĐT Tiếng Việt) lấy mức điểm là 26.64 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,21.731,0.208
191,ablation_no_text2sql,Cho tôi hỏi điểm chuẩn ngành Công nghệ chế tạo máy (CTĐT Tiếng Việt) năm 2022?,Ngành Công nghệ chế tạo máy (CTĐT Tiếng Việt) năm 2022 có điểm chuẩn là 23 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,20.001,0.209
192,ablation_no_text2sql,"Năm 2024, ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Điểm chuẩn ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Việt) năm 2024 là 25.12 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.554,0.207
193,ablation_no_text2sql,Ngành Thương mại điện tử (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Theo dữ liệu tuyển sinh, ngành Thương mại điện tử (CTĐT Tiếng Việt) năm 2024 lấy 23 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.725,0.21
194,ablation_no_text2sql,Điểm chuẩn ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2022 là bao nhiêu?,Ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2022 lấy điểm trúng tuyển là 23.25 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.147,0.209
195,ablation_no_text2sql,"Năm 2023, ngành Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt) năm 2023 là 26 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,20.809,0.206
196,ablation_no_text2sql,Ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Theo bảng điểm chuẩn, ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) năm 2024 là 25.39 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,14.81,0.2
197,ablation_no_text2sql,Cho tôi hỏi điểm chuẩn ngành Kiến trúc (CTĐT Tiếng Việt) năm 2022?,Điểm trúng tuyển ngành Kiến trúc (CTĐT Tiếng Việt) năm 2022 là 22 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,18.921,0.21
198,ablation_no_text2sql,"Năm 2024, ngành Kinh doanh Quốc tế (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Ngành Kinh doanh Quốc tế (CTĐT Tiếng Việt) năm 2024 lấy mức điểm chuẩn là 22.75 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,11.828,0.222
199,ablation_no_text2sql,Điểm chuẩn ngành Công nghệ thực phẩm (CTĐT Tiếng Việt) năm 2022 là bao nhiêu?,"Theo dữ liệu, điểm trúng tuyển ngành Công nghệ thực phẩm (CTĐT Tiếng Việt) năm 2022 là 20.1 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,24.02,0.204
0,ablation_no_routing,Cho tôi hỏi điểm trúng tuyển của ngành Sư phạm tiếng Anh (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,"Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Sư phạm tiếng Anh (đào tạo bằng tiếng Việt) năm 2025 là 29.57 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,10.407,0.221
1,ablation_no_routing,Điểm chuẩn ngành Công nghệ Kỹ thuật ô tô (đào tạo bằng tiếng Việt) năm 2025 được quy định là bao nhiêu?,"Theo nguồn tin, điểm chuẩn của ngành Công nghệ Kỹ thuật ô tô (đào tạo bằng tiếng Việt) năm 2025 là 25.65 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,10.474,0.209
2,ablation_no_routing,"Năm 2024, ngành Công nghệ thông tin (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Trong năm 2024, điểm trúng tuyển của ngành Công nghệ thông tin (CTĐT Tiếng Việt) là 25.97 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,8.678,0.207
3,ablation_no_routing,Xin cho biết điểm chuẩn ngành Robot và trí tuệ nhân tạo (đào tạo bằng tiếng Việt) năm 2025?,Điểm trúng tuyển vào ngành Robot và trí tuệ nhân tạo (đào tạo bằng tiếng Việt) trong năm 2025 là 27.5 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,14.237,0.205
4,ablation_no_routing,Ngành Thương mại điện tử (đào tạo bằng tiếng Việt) năm 2025 có mức điểm chuẩn là bao nhiêu?,"Theo dữ liệu, mức điểm trúng tuyển của ngành Thương mại điện tử (đào tạo bằng tiếng Việt) năm 2025 là 25.7 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,13.267,0.214
5,ablation_no_routing,Tôi muốn biết điểm chuẩn năm 2023 của ngành Logistics và quản lý chuỗi cung ứng (CTĐT Tiếng Việt)?,Điểm trúng tuyển ngành Logistic và quản lý chuỗi cung ứng (CTĐT Tiếng Việt) vào năm 2023 là 25.75 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,12.216,0.207
6,ablation_no_routing,Ngành Công nghệ Kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,"Theo bảng điểm chuẩn, ngành Công nghệ Kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Việt) năm 2025 lấy 28.7 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,12.48,0.216
7,ablation_no_routing,Cho mình xin thông tin điểm chuẩn ngành Thiết kế đồ họa (CTĐT Tiếng Việt) năm 2024?,Điểm trúng tuyển của ngành Thiết kế đồ họa (CTĐT Tiếng Việt) trong kỳ tuyển sinh năm 2024 là 26.5 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,14.119,0.21
8,ablation_no_routing,Ngành Kỹ thuật Thiết kế vi mạch (thuộc ngành CNKT Điện tử - viễn thông) (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là bao nhiêu?,Điểm trúng tuyển của chương trình đào tạo Kỹ thuật Thiết kế vi mạch năm 2025 là 28.65 điểm.,ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,11.704,0.201
9,ablation_no_routing,Điểm chuẩn ngành Kinh doanh Quốc tế (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,"Theo thông tin từ nguồn dữ liệu, ngành Kinh doanh Quốc tế (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là 24.95 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,13.753,0.219
10,ablation_no_routing,"Năm 2022, ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt) lấy điểm chuẩn như thế nào?","Vào năm 2022, điểm trúng tuyển cho ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt) là 25.75 điểm.",ERROR: 403 Client Error: Forbidden for url: https://api.jina.ai/v1/rerank,[],[],error,8.48,0.208
